序号,题名,作者,来源,发表时间,数据库,被引,下载
1629,独立董事辞职行为的信息含量,张俊生 曾亚敏,金融研究,2010-08-25,期刊,34,1885
1630,银行治理、治理机制与治理风险——首届银行治理研讨会综述,曹廷求 张光利 位华 李维安,经济研究,2010-09-20,期刊,28,2508
1631,独立董事监督中的动机——基于独立意见的经验证据,唐雪松 申慧 杜军,管理世界,2010-09-15,期刊,42,2541
1632,资本流动、货币政策与通货膨胀动态,黄志刚,经济学(季刊),2010-07-31,期刊,26,1891
1633,劳动合同对于进城务工人员收入影响的有效性分析,陈祎 刘阳阳,经济学(季刊),2010-01-15,期刊,40,1193
1634,品牌理论里程碑探析,卢泰宏 吴水龙 朱辉煌 何云,外国经济与管理,2009-01-20,期刊,158,4894
1635,从全球金融危机看我国银行业金融创新的进一步发展问题,李翰阳,国际金融研究,2009-02-12,期刊,92,4527
1636,制造业企业区位选择与南京城市空间重构,吕卫国 陈雯,地理学报,2009-02-15,期刊,89,2302
1637,中国企业海外市场进入模式选择研究,黄速建 刘建丽,中国工业经济,2009-01-17,期刊,95,3444
1638,可持续生计分析框架下农户生计资本的调查与分析——以南水北调(中线)工程库区为例,杨云彦 赵锋,农业经济问题,2009-03-23,期刊,156,2401
1639,我国纯电动汽车的发展方向及能源供给模式的探讨,张文亮 武斌 李武峰 来小康,电网技术,2009-02-20,期刊,383,6139
1640,中国经济发展阶段的评价及现阶段的特征分析,梁炜 任保平,数量经济技术经济研究,2009-04-05,期刊,72,3104
1641,中国出口贸易的能耗效应和环境效应的实证分析——基于混合单位投入产出模型,孙小羽 臧新,数量经济技术经济研究,2009-04-05,期刊,102,1915
1642,基于DEA的中国特大城市资源效率及其变化,郭腾云 徐勇 王志强,地理学报,2009-04-15,期刊,102,2002
1643,国际服务贸易影响因素与我国服务贸易国际竞争力研究,殷凤 陈宪,国际贸易问题,2009-02-15,期刊,161,7221
1644,人民币国际化进程对我国经济的影响,马荣华,国际金融研究,2009-04-12,期刊,98,9471
1645,多元化企业集团管理控制体系的整合观——基于华润集团6S的案例分析,汤谷良 王斌 杜菲 付阳,会计研究,2009-02-15,期刊,73,5079
1646,员工合理化建议的多层次分析:来自本土连锁超市的证据,梁建 唐京,南开管理评论,2009-06-08,期刊,127,1349
1647,手机银行用户采纳的影响因素研究,谢滨 林轶君 郭迅华,南开管理评论,2009-06-08,期刊,113,3018
1648,城市农民工的就业稳定性及其工资效应,黄乾,人口研究,2009-05-29,期刊,90,1750
1649,非活跃市场条件下金融工具计量问题研究,潘秀丽,会计研究,2009-03-15,期刊,82,1987
1650,转型期中国城市贫困和剥夺的空间模式,袁媛 吴缚龙 许学强,地理学报,2009-06-15,期刊,65,2281
1651,结构转型与巴拉萨-萨缪尔森效应,王泽填 姚洋,世界经济,2009-04-10,期刊,83,2284
1652,农民专业合作社绩效评价体系及其验证,徐旭初,农业技术经济,2009-07-26,期刊,136,2088
1653,城市土地集约利用国内外研究进展,朱天明 杨桂山 万荣荣,经济地理,2009-06-26,期刊,168,4942
1654,公众学习、预期引导与货币政策的有效性,徐亚平,金融研究,2009-01-25,期刊,87,1759
1655,中国区域经济收敛的空间计量分析——基于长三角1993-2006年132个县市区的实证研究,张学良,财经研究,2009-07-03,期刊,106,3144
1656,供给配给与需求压抑交互影响下的正规信贷约束:来自1874户农户金融需求行为考察,程郁 韩俊 罗丹,世界经济,2009-05-10,期刊,110,1633
1657,淮海经济区经济发展差异研究,孙姗姗 朱传耿 李志江,地理学报,2009-08-15,期刊,63,1709
1658,农村金融制度中的信贷担保物:困境与出路,高圣平 刘萍,金融研究,2009-02-25,期刊,110,2516
1659,信贷配给下农户借贷的福利效果分析,褚保金 卢亚娟 张龙耀,中国农村经济,2009-06-30,期刊,95,1644
1660,资本和部门下乡与小农户经济的组织化道路——兼对专业合作社道路提出质疑,仝志辉 温铁军,开放时代,2009-04-10,期刊,158,2284
1661,公司信息透明度与大股东资金占用研究,王克敏 姬美光 李薇,南开管理评论,2009-08-08,期刊,97,1819
1662,审计委员会与信息披露质量:来自中国上市公司的经验证据,蔡卫星 高明华,南开管理评论,2009-08-08,期刊,104,2389
1663,股权控制链、代理冲突与审计师选择,王烨,会计研究,2009-06-15,期刊,69,1986
1664,低碳经济与科学发展,冯之浚 牛文元,中国软科学,2009-08-28,期刊,347,3020
1665,产学研合作技术创新模式分析,仲伟俊 梅姝娥 谢园园,中国软科学,2009-08-28,期刊,182,4931
1666,土地利用空间优化配置研究进展与展望,罗鼎 月卿 邵晓梅 王静,地理科学进展,2009-09-15,期刊,106,3368
1667,基于网络层次分析法的电力客户满意度模糊综合评价,周黎莎 于新华,电网技术,2009-09-05,期刊,106,2290
1668,高速成长的营销神话——基于中国10家成功企业的多案例研究,李飞 王高 杨斌 马宝龙 林健 赵俊霞 陈浩,管理世界,2009-02-15,期刊,67,6255
1669,公平信息披露的经济后果——基于收益波动性、信息泄露及寒风效应的实证研究,朱红军 汪辉,管理世界,2009-02-15,期刊,72,3240
1670,中国上市公司发行短期融资券的影响因素分析,吴育辉 魏志华 吴世农,金融研究,2009-05-25,期刊,57,2728
1671,本轮国内价格波动的外部冲击因素考察,纪敏,金融研究,2009-06-25,期刊,81,1112
1672,中国企业社会责任及其对企业社会资本影响的实证研究,徐尚昆 杨汝岱,中国软科学,2009-11-28,期刊,100,3032
1673,公司治理影响信息披露了吗?——对中英资本市场的实证比较研究,谭兴民 宋增基 蒲勇健,金融研究,2009-07-18,期刊,62,2421
1674,长三角区域经济一体化进程的社会网络分析,侯赟慧 刘志彪 岳中刚,中国软科学,2009-12-28,期刊,99,3177
1675,高层管理团队内部社会资本、团队冲突和决策效果的关系——研究综述与理论分析框架,陈璐 杨百寅 井润田 刘璞,南开管理评论,2009-12-08,期刊,59,3268
1676,我国服务业生产率及其影响因素分析——基于随机前沿生产函数的实证研究,杨青青 苏秦 尹琳琳,数量经济技术经济研究,2009-12-05,期刊,55,2062
1677,我国股票市场和外汇市场波动溢出效应分析,陈国进 许德学 陈娟,数量经济技术经济研究,2009-12-05,期刊,70,1660
1678,美联储“量化宽松”货币政策的原因、影响与启示,王树同 刘明学 栾雪剑,国际金融研究,2009-11-12,期刊,79,3223
1679,政府消费与私人消费关系研究:基于面板单位根检验及面板协整分析,杨子晖 温雪莲 陈浪南,世界经济,2009-11-10,期刊,48,2498
1680,股权分置改革、管理层激励与企业效率:基于上市公司行业数据的经验分析,姚伟峰 鲁桐 何枫,世界经济,2009-12-10,期刊,64,1877
1681,垂直专业化与中国制造业贸易竞争力,文东伟 冼国明,中国工业经济,2009-06-17,期刊,84,1919
1682,股改方案、代理成本与大股东解禁股出售,贾明 张喆 万迪昉,管理世界,2009-09-15,期刊,49,2181
1683,异质性企业贸易模型对中国企业出口的适用性检验,唐宜红 林发勤,南开经济研究,2009-12-22,期刊,114,1459
1684,灾难风险与中国城镇居民财产分布,陈彦斌 霍震 陈军,经济研究,2009-11-20,期刊,40,1826
1685,有目标的电价补贴有助于能源公平和效率,林伯强 蒋竺均 林静,金融研究,2009-11-25,期刊,43,1470
1686,政府收入、税收结构与中国经济增长,何茵 沈明高,金融研究,2009-09-25,期刊,63,1691
1687,基于FDH方法的中国商业银行X-效率研究,邱兆祥 张爱武,金融研究,2009-11-25,期刊,61,1370
1688,国有银行治理结构与管理层激励——多项任务委托代理、经理人市场和优先股,李波 单漫与,金融研究,2009-10-25,期刊,55,2581
1689,治理结构对家族股东隧道行为的影响分析,申明浩,经济研究,2008-06-20,期刊,120,3054
1690,影响我国企业对外直接投资因素研究,张为付,中国工业经济,2008-11-17,期刊,108,3655
1691,我国农村地区金融排斥研究,许圣道 田霖,金融研究,2008-07-25,期刊,150,2717
1692,参数异质性、经济趋同与中国区域经济发展,周业安 章泉,经济研究,2008-01-20,期刊,104,3027
1693,地方官员来源、去向、任期与经济增长——来自中国省长省委书记的证据,王贤彬 徐现祥,管理世界,2008-03-15,期刊,230,4627
1694,结构调整能否改善能源效率:基于中国省级数据的研究,魏楚 沈满洪,世界经济,2008-11-10,期刊,170,2266
1695,国际贸易、FDI和中国全要素生产率下降——基于1952～2006年面板数据的DEA和协整检验,刘舜佳,数量经济技术经济研究,2008-11-05,期刊,140,3671
1696,并购价值创造的影响因素研究,周小春 李善民,管理世界,2008-05-15,期刊,195,5864
1697,机构投资者介入公司治理效果的实证研究——基于CCGI~(NK)的经验研究,李维安 李滨,南开管理评论,2008-02-08,期刊,438,4702
1698,中国国债利率期限结构模型研究与实证分析,周子康 王宁 杨衡,金融研究,2008-02-18,期刊,110,4028
1699,董事会独立性、股权制衡与财务信息质量,王跃堂 朱林 陈世敏,会计研究,2008-01-15,期刊,257,4667
1700,中国利率期限结构的货币政策含义,郭涛 宋德勇,经济研究,2008-03-20,期刊,171,4488
1701,审计市场结构与审计质量:来自中国证券市场的经验证据,刘桂良 牟谦,会计研究,2008-06-15,期刊,157,4094
1702,中国地方政府间竞争下的区域市场整合,皮建才,经济研究,2008-03-20,期刊,162,3574
1703,股权分置对中国资本市场实证研究的影响及模型修正,杨丹 魏韫新 叶建明,经济研究,2008-03-20,期刊,96,4345
1704,我国商业银行X效率研究——基于DEA三阶段模型的实证分析,黄宪 余丹 杨柳,数量经济技术经济研究,2008-07-05,期刊,244,3211
1705,财政政策与货币政策对私人投资的影响研究——基于有向无环图的应用分析,杨子晖,经济研究,2008-05-20,期刊,105,3449
1706,机构投资者、知情人交易和市场效率——来自中国资本市场的实证证据,侯宇 叶冬艳,金融研究,2008-04-25,期刊,145,2868
1707,控制权收益悖论与超控制权收益——对大股东侵害小股东利益的一个新的理论解释,刘少波,经济研究,2007-02-20,期刊,390,7093
1708,不完全理性、投资者情绪与封闭式基金之谜,伍燕然 韩立岩,经济研究,2007-03-20,期刊,353,5916
1709,政府补贴动机及其效果的实证研究——来自中国上市公司的经验证据,唐清泉 罗党论,金融研究,2007-06-25,期刊,283,4856
1710,我国上市公司信息披露透明度与证券分析师预测,方军雄,金融研究,2007-06-25,期刊,267,5771
1711,流动性、流动性过剩与货币政策,彭兴韵,经济研究,2007-11-20,期刊,144,4238
1712,中国出口汇率传递率和盯市能力的实证研究,陈学彬 李世刚 芦东,经济研究,2007-12-20,期刊,198,2461
1713,生产者服务业发展与制造业效率提升:基于地区和行业面板数据的经验分析,江静 刘志彪 于明超,世界经济,2007-08-10,期刊,431,5439
1714,盈余管理程度的估计模型与经验证据:一个综述,吴联生 王亚平,经济研究,2007-08-20,期刊,244,9444
1715,中国城市人力资本的估算,朱平芳 徐大丰,经济研究,2007-09-20,期刊,182,5092
1716,中国贸易顺差中是否有热钱，有多少?,唐旭 梁猛,金融研究,2007-08-25,期刊,161,3289
1717,管理层业绩报酬敏感度、内部现金流与企业投资行为——对自由现金流和信息不对称理论的一个检验,支晓强 童盼,会计研究,2007-10-15,期刊,233,5185
1718,区域竞争、土地出让与地方财政效应:基于1999~2003年中国地级城市面板数据的分析,陶然 袁飞 曹广忠,世界经济,2007-10-10,期刊,264,4548
1719,非竞争型投入占用产出模型及其应用——中美贸易顺差透视,刘遵义 陈锡康 杨翠红 Leonard K.Cheng K.C.Fung Yun-Wing Sung 祝坤福 裴建锁 唐志鹏,中国社会科学,2007-09-10,期刊,210,3082
1720,关于在财务会计中采用公允价值的探讨,葛家澍,会计研究,2007-11-15,期刊,473,9958
1721,1996-2005年中国商业银行的效率评价——基于成本效率和利润效率的实证分析,杨大强 张爱武,金融研究,2007-12-25,期刊,229,3549
1722,能源效率及其影响因素:基于DEA的实证分析,魏楚 沈满洪,管理世界,2007-08-15,期刊,618,9384
1723,我国中小企业融资问题研究,尹丹莉,天津财经大学,2009-05-01,博士,98,40335
1724,中国职工心理资本内容结构及其与态度行为变量关系实证研究,惠青山,暨南大学,2009-06-08,博士,111,4776
1725,我国城镇化进程中的失地农民问题研究,刘晓霞,东北师范大学,2009-05-01,博士,99,12089
1726,国外文化产业发展比较研究,霍步刚,东北财经大学,2009-06-06,博士,86,16156
1727,新经济地理学视角下的生产性服务业集聚研究,陈国亮,浙江大学,2010-06-01,博士,63,5280
1728,工商管理学科演进与前沿热点的可视化分析,侯剑华,大连理工大学,2009-06-01,博士,95,9753
1729,中国PPP项目风险公平分担,柯永建,清华大学,2010-06-01,博士,49,5954
1730,基于网络和信任理论的消费者在线口碑传播实证研究,陈蓓蕾,浙江大学,2008-04-01,博士,206,11871
1731,外汇资产、基础货币供应与货币内生性——基于央行资产负债表的分析,黄武俊 陈漓高,财经研究,2010-01-03,期刊,64,2553
1732,我国全要素能源效率及其收敛性,李国璋 霍宗杰,中国人口.资源与环境,2010-01-15,期刊,95,1342
1733,边远贫困地区民族村寨旅游发展的省思——以贵州西江千户苗寨为中心的考察,何景明,旅游学刊,2010-02-06,期刊,78,2498
1734,中国房地产价格波动与宏观经济——基于SVAR模型的研究,赵昕东,经济评论,2010-01-15,期刊,96,3813
1735,智能电网的本质动因和技术需求,姚建国 赖业宁,电力系统自动化,2010-01-25,期刊,109,1901
1736,收入、健康与医疗保险对老年人幸福感的影响,亓寿伟 周少甫,公共管理学报,2010-01-20,期刊,68,3018
1737,浙江省旅游产业关联与产业波及效应分析,崔峰 包娟,旅游学刊,2010-03-06,期刊,67,1998
1738,个人-组织匹配、工作满意度与员工离职意向关系的实证研究,王忠 张琳,管理学报,2010-03-15,期刊,130,3880
1739,信任和感知风险对消费者网络购买意愿的实证研究,赵冬梅 纪淑娴,数理统计与管理,2010-03-22,期刊,109,4090
1740,环境不确定性对盈余管理的影响,申慧慧,审计研究,2010-01-28,期刊,70,1941
1741,公共服务外包决策的影响因素研究,刘波 崔鹏鹏 赵云云,公共管理学报,2010-04-20,期刊,63,3039
1742,中国高技术产业创新效率研究——基于SFA方法的实证分析,韩晶,科学学研究,2010-03-15,期刊,186,3392
1743,我国地方政府债务风险和对策,贾康 刘微 张立承 石英华 孙洁,经济研究参考,2010-03-06,期刊,102,4271
1744,严格遵守会计准则  提供高质量财务报告  认真履行社会责任,刘玉廷,会计研究,2010-01-15,期刊,48,2356
1745,对人力资源会计研究困境与出路的思考,吴泷,会计研究,2010-01-15,期刊,47,5042
1746,我国制造业的规模经济效益影响因素分析,袁桂秋 张玲丹,数量经济技术经济研究,2010-03-05,期刊,35,1838
1747,银行业市场结构与中小企业的生成:来自中国1995～2006年的证据,雷震 彭欢,世界经济,2010-03-10,期刊,35,1883
1748,政府干预、政治关联与权益资本成本,肖浩 夏新平,管理学报,2010-06-15,期刊,91,1897
1749,外商直接投资对中国环境的影响与区域差异——基于省际面板数据和动态面板数据模型的异质性分析,苏振东 周玮庆,世界经济研究,2010-06-25,期刊,70,2758
1750,管理认知与动态环境下企业竞争优势:万和集团案例研究,尚航标 黄培伦,南开管理评论,2010-06-08,期刊,45,1943
1751,中国30个省市对外贸易的集聚效应和辐射效应研究,魏浩,世界经济,2010-04-10,期刊,32,1790
1752,美国征收碳关税对中国的影响:基于可计算一般均衡模型的分析,鲍勤 汤铃 杨列勋,管理评论,2010-06-25,期刊,106,3023
1753,网上至移动环境下的信任转移模型及其实证研究,林家宝 鲁耀斌 章淑婷,南开管理评论,2010-06-08,期刊,52,1475
1754,京沪入境旅游流网络结构特征分析,吴晋峰 潘旭莉,地理科学,2010-06-15,期刊,64,1172
1755,古村落旅游地游线固化的路径依赖——世界遗产地西递、宏村实证分析,徐红罡 吴悦芳 彭丽娟,地理研究,2010-07-15,期刊,32,2208
1756,我国个人所得税改革问题研究——兼论“起征点”问题合理解决的思路,贾康 梁季,财政研究,2010-04-05,期刊,100,5220
1757,可持续发展评价指标体系研究综述,曹斌 林剑艺 崔胜辉,环境科学与技术,2010-03-15,期刊,99,6506
1758,智能电网及其关键技术综述,李乃湖 倪以信 孙舒捷 姚美齐,南方电网技术,2010-06-20,期刊,85,2723
1759,我国制造业不同子行业与物流业联动发展协调度实证研究——基于灰色关联模型,王珍珍 陈功玉,上海财经大学学报,2010-06-20,期刊,91,2145
1760,中国社区参与旅游发展研究述评,刘丽梅 吕君,地理科学进展,2010-08-15,期刊,42,2399
1761,金融支持农村城镇化问题的思考,范立夫,城市发展研究,2010-07-26,期刊,138,3576
1762,社会企业论纲,王名 朱晓红,中国非营利评论,2010-07-31,期刊,104,4056
1763,欧元区主权债务危机的治理方案分析,蔡彤娟 黄瑞刚,国际金融研究,2010-09-12,期刊,38,1765
1764,美国视角下的亚太区域一体化新战略与中国的对策选择——透视“泛太平洋战略经济伙伴关系协议”的发展,盛斌,南开学报(哲学社会科学版),2010-07-20,期刊,143,3637
1765,环境约束下区域协调发展水平综合效率的实证研究,徐盈之 吴海明,中国工业经济,2010-08-17,期刊,36,1578
1766,我国能源可持续发展的探讨,陈武 李云峰,能源技术经济,2010-05-20,期刊,68,1588
1767,电力企业在低碳经济中面临的挑战与应对策略,康重庆 周天睿 陈启鑫,能源技术经济,2010-06-20,期刊,77,822
1768,控股股东决策控制、CEO激励与企业国际化战略,宋渊洋 李元旭,南开管理评论,2010-08-08,期刊,37,1815
1769,公司股权和管理层激励对信息非对称程度的影响研究,田存志 吴新春,南开管理评论,2010-08-08,期刊,42,1629
1770,考虑全要素生产率的中国碳排放影响因素分析,赵欣 龙如银,资源科学,2010-10-15,期刊,52,1411
1771,乡村旅游地场所依赖和游客忠诚度关联研究——以西安市长安区“农家乐”为例,白凯,人文地理,2010-08-15,期刊,83,2660
1772,中国式财政分权的数量测度,龚锋 雷欣,统计研究,2010-10-15,期刊,77,1450
1773,西部地区农村金融发展与农民收入增长关系的实证分析,贾立 王红明,农业技术经济,2010-10-26,期刊,54,1622
1774,农民人力资本、农民学习及其绩效实证研究,张银 李燕萍,管理世界,2010-02-15,期刊,51,2954
1775,中国农业全要素生产率的变化及其影响因素分析——基于1991—2008年Malmquist指数方法,方福前 张艳丽,经济理论与经济管理,2010-09-16,期刊,83,1690
1776,基于矿产开发特殊性的收益分配机制研究,景普秋,中国工业经济,2010-09-17,期刊,36,1005
1777,危机与制造业产业集群的质量升级——基于浙江产业集群的研究,阮建青 张晓波 卫龙宝,管理世界,2010-02-15,期刊,43,3289
1778,我国央企社会责任信息披露现状研究——基于2006～2010年间100份社会责任报告的分析,许家林 刘海英,中南财经政法大学学报,2010-11-15,期刊,96,2318
1779,中国农产品在产销间价格传导机制研究,许世卫 李哲敏 董晓霞 李干琼,资源科学,2010-11-15,期刊,56,964
1780,人力资本与产业结构转化的动态匹配效应——就业、增长和收入分配问题的评述,靳卫东,经济评论,2010-11-15,期刊,88,2267
1781,创业网络对新企业绩效的影响研究——组织学习的中介作用,蔡莉 单标安 刘钊 郭洪庆,科学学研究,2010-10-15,期刊,74,2109
1782,我国国家地质公园旅游系统研究进展与趋势,许涛 田明中,旅游学刊,2010-11-06,期刊,38,1811
1783,多元GARCH模型结构特征、参数估计与假设检验研究综述,刘志东,数量经济技术经济研究,2010-09-05,期刊,29,2806
1784,中国农民合作组织历史演进:一个基于契约—产权视角的分析,王曙光,农业经济问题,2010-11-23,期刊,38,1272
1785,产品内分工下中国进口结构与增长的二元边际——基于引力模型的动态面板数据分析,马涛 刘仕国,南开经济研究,2010-08-22,期刊,67,1839
1786,物联网应用于电动汽车充电设施的设想,杨永标 丁孝华 朱金大 白义传,电力系统自动化,2010-11-10,期刊,70,1866
1787,集聚经济与企业区位选择——基于中国地级区域企业数据的实证研究,刘修岩 张学良,财经研究,2010-11-03,期刊,49,1511
1788,我国对外贸易结构对产业结构的先导效应检验——基于制造业数据分析,李荣林 姜茜,国际贸易问题,2010-08-15,期刊,57,1875
1789,出口与企业生产率:新-新贸易理论下的我国数据检验(1997-2006年),李春顶 唐丁祥,国际贸易问题,2010-09-15,期刊,48,1717
1790,基于CA-Markov模型的黄土丘陵区土地利用变化,刘淑燕 余新晓 李庆云 李洪禹 雷凤燕,农业工程学报,2010-11-30,期刊,56,792
1791,房地产市场与货币政策传导机制,武康平 胡谍,中国软科学,2010-11-28,期刊,49,1649
1792,中国土地家庭承包制度下的农业机械化——基于中国17省(区、市)的调查数据,曹阳 胡继亮,中国农村经济,2010-10-30,期刊,39,1544
1793,论绩效考核指标体系设计,崔洁,能源技术经济,2010-09-20,期刊,62,4171
1794,人口转变、劳动力市场转折与经济发展,都阳,国际经济评论,2010-11-27,期刊,37,1556
1795,企业家违情与违法行为对品牌形象的影响,黄静 王新刚 张司飞 周南,管理世界,2010-05-15,期刊,36,2470
1796,保荐制度改善首发上市公司盈余质量了吗?,王克敏 廉鹏,管理世界,2010-08-15,期刊,32,1926
1797,金融监管制度、金融机构行为与金融稳定,李妍,金融研究,2010-09-25,期刊,30,2954
1798,外贸出口影响工资水平的机制探析,于洪霞 陈玉宇,管理世界,2010-10-15,期刊,36,1147
1799,国外绿色基础设施规划的理论与实践,周艳妮 尹海伟,城市发展研究,2010-08-26,期刊,73,3821
1800,公司治理结构与盈余管理——来自中国上市公司的经验证据,张兆国 刘晓霞 邢道勇,中国软科学,2009-01-28,期刊,182,3238
1801,劳动力市场分割、户口与城乡就业差异,乔明睿 钱雪亚 姚先国,中国人口科学,2009-02-01,期刊,100,2469
1802,青藏高原东部样带农牧民生计的多样化,阎建忠 吴莹莹 张镱锂 周绍宾 石玉林,地理学报,2009-02-15,期刊,113,1172
1803,塔里木河干流区土地覆被变化与景观格局分析,赵锐锋 陈亚宁 李卫红 张丽华 吴世新 黄青,地理学报,2009-01-15,期刊,79,1780
1804,补偿激励下双渠道供应链协调的合同设计,陈树桢 熊中楷 梁喜,中国管理科学,2009-02-15,期刊,141,2922
1805,互联网传播的台湾旅游目的地形象——基于两岸相关网站的内容分析,肖亮 赵黎明,旅游学刊,2009-03-06,期刊,159,5124
1806,中国物流业技术进步与技术效率研究,田刚 李南,数量经济技术经济研究,2009-02-05,期刊,101,1922
1807,国际粮价波动对我国粮价的影响分析,丁守海,经济科学,2009-04-20,期刊,121,1423
1808,农民工家庭人口迁移模式及影响因素分析,朱明芬,中国农村经济,2009-02-28,期刊,89,2628
1809,内部控制的规则属性及其执行机制研究——来自组织社会学规则理论的解释,李志斌,会计研究,2009-02-15,期刊,94,3094
1810,国有股权、盈余管理与审计意见,刘继红,审计研究,2009-03-28,期刊,113,3706
1811,构建中国智能电网技术思考,肖世杰,电力系统自动化,2009-05-10,期刊,809,6617
1812,规模与审计质量:店大欺客与客大欺店?——基于香港市场大陆上市公司的经验数据,刘峰 谢斌 黄宇明,审计研究,2009-05-28,期刊,94,2243
1813,综合区域环境影响下的农村居民点空间分布变化及影响因素分析——以河南巩义市为例,李君 李小建,资源科学,2009-07-15,期刊,109,1442
1814,我国省际知识存量、知识生产与知识的空间溢出,邓明 钱争鸣,数量经济技术经济研究,2009-05-05,期刊,95,1595
1815,中国被忽视的非正规经济:现实与理论,黄宗智,开放时代,2009-02-10,期刊,124,2711
1816,CEO权力与财务危机——中国上市公司的经验证据,韩立岩 李慧,金融研究,2009-01-25,期刊,72,2442
1817,质量与价格竞争供应链的均衡与协调策略研究,鲁其辉 朱道立,管理科学学报,2009-06-15,期刊,137,2904
1818,中国地区工业的动态环境绩效:基于DEA的经验分析,杨文举,数量经济技术经济研究,2009-06-05,期刊,82,1865
1819,外部冲击与我国物价水平的决定——基于结构VAR模型的分析,中国人民银行营业管理部课题组 杨国中 姜再勇,财经研究,2009-08-03,期刊,69,1863
1820,对外直接投资的逆向技术溢出效应——对中国全要素生产率影响的经验检验,白洁,世界经济研究,2009-08-25,期刊,219,2677
1821,金融稳定性与公允价值会计准则的优化——基于动态减值准备的思考,徐晟,会计研究,2009-05-15,期刊,74,3176
1822,资产负债观会计信息的市场效应检验——基于《企业会计准则第18号——所得税》施行一年的研究,陈丽花 黄寿昌 杨雄胜,会计研究,2009-05-15,期刊,53,3275
1823,中国全要素生产率研究评述,段文斌 尹向飞,南开经济研究,2009-04-22,期刊,127,4923
1824,本轮粮食价格的大起大落:主要原因及未来走势,黄季焜 杨军 仇焕广 徐志刚,管理世界,2009-01-15,期刊,179,3188
1825,中国经济周期特征事实的经验研究,黄赜琳 朱保华,世界经济,2009-07-10,期刊,56,2213
1826,我国耕地保护的绩效评价及其省际差异分析,吴泽斌 刘卫东 罗文斌 汪友结,自然资源学报,2009-10-15,期刊,73,1671
1827,双重“户籍墙”对农民工市民化的影响,刘传江 程建林,经济学家,2009-10-05,期刊,176,3758
1828,电网低碳效益评估模型及其应用,康重庆 周天睿 陈启鑫 葛俊,电网技术,2009-09-05,期刊,92,1606
1829,行为运作管理:一个正在显现的研究领域,刘作仪 查勇,管理科学学报,2009-08-15,期刊,111,2319
1830,制度环境、交易规则与控制权协议转让的效率,李善民 张媛春,经济研究,2009-05-20,期刊,48,2990
1831,贫困地区农户的正规信贷需求:直接识别与经验分析,刘西川 黄祖辉 程恩江,金融研究,2009-04-25,期刊,61,1631
1832,从净收益视角看公允价值和历史成本计量属性的作用,James Cataldo Morris McInnes,会计研究,2009-07-15,期刊,72,3884
1833,基于Logistic回归模型的德州市城市建设用地扩张驱动力分析,刘瑞 朱道林 朱战强 杨文治,资源科学,2009-11-15,期刊,93,2359
1834,全球化背景下“中国道路”的世界意义,周弘,中国社会科学,2009-09-10,期刊,49,4072
1835,基于资源利用效率的现代农业评价体系研究——兼论浙江高效生态现代农业评价指标构建,黄祖辉 林本喜,农业经济问题,2009-11-23,期刊,72,1992
1836,盈余质量对资本配置效率的影响及作用机理,周春梅,南开管理评论,2009-10-08,期刊,83,1688
1837,城乡统筹发展评价体系:研究综述和构想,李勤 张元红 张军 孙祥栋 刘晓婷 罗丹,中国农村观察,2009-09-21,期刊,67,2664
1838,交易型领导、团队授权氛围和心理授权影响下属创新绩效的跨层次研究,魏峰 袁欣 邸杨,管理世界,2009-04-15,期刊,93,5094
1839,中国对外直接投资的逆向技术溢出效应研究,刘明霞 王学军,世界经济研究,2009-09-25,期刊,117,2302
1840,信息披露、市场约束与银行风险承担行为,许友传,财经研究,2009-12-03,期刊,80,1351
1841,关于资产价格与货币政策问题的一些思考,张晓慧,金融研究,2009-07-25,期刊,103,2444
1842,交叉上市与公司成长——来自中国“A+H”股的经验证据,孔宁宁 闫希,金融研究,2009-07-25,期刊,53,2167
1843,经济欠发达与偏远农村地区宅基地退出机制分析:案例研究,张秀智 丁锐,中国农村观察,2009-11-21,期刊,95,2495
1844,上市公司股权激励、行权价操纵与送转股,肖淑芳 张超,管理科学,2009-12-20,期刊,88,1888
1845,企业集团资金集中管理问题探讨,谢建宏,会计研究,2009-11-15,期刊,119,3392
1846,中国工业部门的能源价格扭曲与要素替代研究,陶小马 邢建武 黄鑫 周雯,数量经济技术经济研究,2009-11-05,期刊,65,1579
1847,预算的职能冲突与协调对策研究,蔡剑辉,会计研究,2009-12-15,期刊,71,1653
1848,中国CPI通货膨胀率子成分动态传导机制研究,张成思,世界经济,2009-11-10,期刊,60,1637
1849,进城农民工的健康与收入——来自北京市农民工调查的证据,苑会娜,管理世界,2009-05-15,期刊,84,2338
1850,社会资本与企业债务融资,戴亦一 张俊生 曾亚敏 潘越,中国工业经济,2009-08-17,期刊,70,1799
1851,信息产业与制造业的融合——基于绩效分析的研究,徐盈之 孙剑,中国工业经济,2009-07-17,期刊,73,2001
1852,公司治理影响公司现金持有量吗——来自中国上市公司的经验证据,廖理 肖作平,中国工业经济,2009-06-17,期刊,80,1994
1853,通货膨胀预期与宏观经济稳定:1995—2008——基于动态随机一般均衡模型的分析,李成 马文涛 王彬,南开经济研究,2009-12-22,期刊,53,2697
1854,国际金融危机与凯恩斯主义,中国社会科学院"国际金融危机与经济学理论反思"课题组 杨春学 谢志刚,经济研究,2009-11-20,期刊,40,3933
1855,国有企业IPO发行折价:基于政策信号理论的解释,徐浩萍 陈欣 陈超,金融研究,2009-10-25,期刊,39,2163
